
> frontend@0.1.0 dev
> next dev

▲ Next.js 16.2.11 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.1.64:3000
- Environments: .env.local
✓ Ready in 4.8s

 GET /auth/superadmin 200 in 5.5s (next.js: 4.9s, application-code: 622ms)
 GET /api/auth/session 200 in 22ms (next.js: 4ms, application-code: 18ms)
 GET /api/auth/session 200 in 16ms (next.js: 3ms, application-code: 12ms)
 GET /api/auth/session 200 in 141ms (next.js: 4ms, application-code: 137ms)
 GET /admin/companies 200 in 133ms (next.js: 96ms, application-code: 37ms)
 GET /api/auth/session 200 in 29ms (next.js: 10ms, application-code: 19ms)
 GET /api/auth/session 200 in 17ms (next.js: 4ms, application-code: 13ms)
 GET /api/auth/session 200 in 47ms (next.js: 9ms, application-code: 39ms)
 GET /api/auth/session 200 in 20ms (next.js: 11ms, application-code: 9ms)
 GET /api/auth/session 200 in 22ms (next.js: 3ms, application-code: 18ms)
 GET /admin 200 in 25ms (next.js: 5ms, application-code: 20ms)
 GET /auth/login 200 in 98ms (next.js: 16ms, application-code: 82ms)
 GET /auth/login 200 in 50ms (next.js: 8ms, application-code: 41ms)
 GET /api/auth/session 200 in 36ms (next.js: 13ms, application-code: 22ms)
 GET /api/auth/session 200 in 25ms (next.js: 4ms, application-code: 21ms)
 GET /api/auth/session 200 in 36ms (next.js: 14ms, application-code: 22ms)
 GET /api/auth/session 200 in 19ms (next.js: 7ms, application-code: 12ms)
 GET /api/auth/session 200 in 41ms (next.js: 13ms, application-code: 28ms)
 GET /api/auth/session 200 in 29ms (next.js: 4ms, application-code: 25ms)
 GET /api/auth/session 200 in 26ms (next.js: 9ms, application-code: 17ms)
 GET /auth/superadmin 200 in 30ms (next.js: 5ms, application-code: 25ms)
 GET /api/auth/providers 200 in 23ms (next.js: 10ms, application-code: 13ms)
 GET /api/auth/csrf 200 in 14ms (next.js: 3ms, application-code: 11ms)
Backend login gagal: { code: 'INVALID_CREDENTIALS', message: 'Wrong email or password' }
 POST /api/auth/callback/credentials 401 in 4.7s (next.js: 3ms, application-code: 4.7s)
 GET /auth/superadmin 200 in 165ms (next.js: 7ms, application-code: 158ms)
 GET /api/auth/session 200 in 40ms (next.js: 21ms, application-code: 19ms)
 GET /api/auth/providers 200 in 37ms (next.js: 9ms, application-code: 28ms)
 GET /api/auth/csrf 200 in 29ms (next.js: 4ms, application-code: 25ms)
Backend login gagal: { code: 'INVALID_CREDENTIALS', message: 'Wrong email or password' }
 POST /api/auth/callback/credentials 401 in 1493ms (next.js: 3ms, application-code: 1490ms)
 GET /api/auth/providers 200 in 27ms (next.js: 10ms, application-code: 17ms)
 GET /api/auth/csrf 200 in 21ms (next.js: 4ms, application-code: 18ms)
 POST /api/auth/callback/credentials 200 in 255ms (next.js: 3ms, application-code: 252ms)
 GET /api/auth/session 200 in 29ms (next.js: 3ms, application-code: 26ms)
 GET /api/auth/session 200 in 42ms (next.js: 4ms, application-code: 38ms)
 GET /admin/companies 200 in 24ms (next.js: 5ms, application-code: 19ms)
 GET /api/auth/session 200 in 25ms (next.js: 5ms, application-code: 20ms)
 GET /api/auth/session 200 in 20ms (next.js: 6ms, application-code: 14ms)
 GET /api/auth/session 200 in 27ms (next.js: 6ms, application-code: 21ms)
 GET /api/auth/session 200 in 25ms (next.js: 8ms, application-code: 17ms)
 GET /api/auth/csrf 200 in 29ms (next.js: 15ms, application-code: 14ms)
 POST /api/auth/signout 200 in 20ms (next.js: 3ms, application-code: 17ms)
 GET /auth/login 200 in 69ms (next.js: 8ms, application-code: 61ms)
 GET /api/auth/session 200 in 59ms (next.js: 13ms, application-code: 46ms)
 GET /api/auth/providers 200 in 23ms (next.js: 13ms, application-code: 11ms)
 GET /api/auth/csrf 200 in 20ms (next.js: 3ms, application-code: 17ms)
 POST /api/auth/callback/credentials 200 in 1505ms (next.js: 3ms, application-code: 1502ms)
 GET /api/auth/session 200 in 31ms (next.js: 10ms, application-code: 22ms)
 GET /api/auth/session 200 in 28ms (next.js: 3ms, application-code: 25ms)
 GET /admin 200 in 30ms (next.js: 8ms, application-code: 22ms)
 GET /api/auth/session 200 in 31ms (next.js: 5ms, application-code: 26ms)
 GET /api/auth/session 200 in 38ms (next.js: 11ms, application-code: 27ms)
 GET /api/auth/session 200 in 40ms (next.js: 7ms, application-code: 34ms)
 GET /api/auth/session 200 in 104ms (next.js: 42ms, application-code: 62ms)
 GET /api/auth/session 200 in 28ms (next.js: 11ms, application-code: 17ms)
 GET /api/auth/session 200 in 16ms (next.js: 6ms, application-code: 10ms)
 GET /api/auth/session 200 in 23ms (next.js: 4ms, application-code: 19ms)
 GET /api/auth/session 200 in 22ms (next.js: 3ms, application-code: 19ms)
 GET /api/auth/session 200 in 15ms (next.js: 4ms, application-code: 12ms)
 GET /api/auth/session 200 in 24ms (next.js: 4ms, application-code: 21ms)
 GET /api/auth/session 200 in 22ms (next.js: 5ms, application-code: 18ms)
 GET /api/auth/session 200 in 24ms (next.js: 4ms, application-code: 20ms)
 GET /api/auth/session 200 in 26ms (next.js: 3ms, application-code: 23ms)
 GET /api/auth/session 200 in 18ms (next.js: 5ms, application-code: 13ms)
 GET /api/auth/session 200 in 29ms (next.js: 4ms, application-code: 25ms)
 GET /api/auth/session 200 in 22ms (next.js: 4ms, application-code: 18ms)
 GET /admin/reimburse 200 in 1069ms (next.js: 1033ms, application-code: 36ms)
 GET /api/auth/session 200 in 51ms (next.js: 17ms, application-code: 34ms)
 GET /api/auth/session 200 in 29ms (next.js: 6ms, application-code: 23ms)
 GET /admin/kehadiran 404 in 82ms (next.js: 54ms, application-code: 28ms)
 GET /admin/kehadiran 404 in 58ms (next.js: 11ms, application-code: 47ms)
 GET /api/auth/session 200 in 34ms (next.js: 14ms, application-code: 21ms)
 GET /api/auth/session 200 in 24ms (next.js: 10ms, application-code: 14ms)
 GET /api/auth/session 200 in 21ms (next.js: 5ms, application-code: 16ms)
 GET /admin/pengumuman 404 in 28ms (next.js: 9ms, application-code: 19ms)
 GET /admin/pengumuman 404 in 48ms (next.js: 8ms, application-code: 40ms)
 GET /api/auth/session 200 in 28ms (next.js: 11ms, application-code: 18ms)
 GET /api/auth/session 200 in 28ms (next.js: 13ms, application-code: 15ms)
 GET /api/auth/session 200 in 36ms (next.js: 7ms, application-code: 29ms)
 GET /admin/laporan 200 in 70ms (next.js: 48ms, application-code: 22ms)
 GET /api/auth/session 200 in 31ms (next.js: 11ms, application-code: 20ms)
 GET /api/auth/session 200 in 18ms (next.js: 4ms, application-code: 15ms)
 GET /api/auth/session 200 in 20ms (next.js: 4ms, application-code: 16ms)
 GET /api/auth/session 200 in 22ms (next.js: 4ms, application-code: 18ms)
 GET /admin/lembur 200 in 74ms (next.js: 48ms, application-code: 26ms)
 GET /api/auth/session 200 in 41ms (next.js: 18ms, application-code: 22ms)
 GET /api/auth/session 200 in 19ms (next.js: 4ms, application-code: 15ms)
 GET /api/auth/session 200 in 20ms (next.js: 5ms, application-code: 16ms)
 GET /api/auth/session 200 in 15ms (next.js: 3ms, application-code: 12ms)
 GET /admin/kalender 200 in 76ms (next.js: 47ms, application-code: 28ms)
 GET /api/auth/session 200 in 39ms (next.js: 9ms, application-code: 30ms)
 GET /api/auth/session 200 in 20ms (next.js: 4ms, application-code: 16ms)
 GET /api/auth/session 200 in 24ms (next.js: 4ms, application-code: 21ms)
 GET /api/auth/session 200 in 28ms (next.js: 4ms, application-code: 24ms)
 GET /api/auth/session 200 in 21ms (next.js: 3ms, application-code: 18ms)
 GET /api/auth/session 200 in 15ms (next.js: 3ms, application-code: 11ms)
 GET /admin/perizinan 200 in 67ms (next.js: 44ms, application-code: 23ms)
 GET /api/auth/session 200 in 35ms (next.js: 7ms, application-code: 28ms)
 GET /api/auth/session 200 in 24ms (next.js: 5ms, application-code: 18ms)
 GET /admin/kalender 200 in 28ms (next.js: 7ms, application-code: 21ms)
 GET /api/auth/session 200 in 27ms (next.js: 10ms, application-code: 16ms)
 GET /api/auth/session 200 in 54ms (next.js: 4ms, application-code: 50ms)
 GET /api/auth/session 200 in 24ms (next.js: 4ms, application-code: 20ms)
 GET /api/auth/session 200 in 24ms (next.js: 3ms, application-code: 20ms)
 GET /api/auth/session 200 in 22ms (next.js: 3ms, application-code: 19ms)
 GET /api/auth/session 200 in 18ms (next.js: 4ms, application-code: 14ms)
 GET /admin/perizinan 200 in 27ms (next.js: 6ms, application-code: 21ms)
 GET /api/auth/session 200 in 29ms (next.js: 12ms, application-code: 17ms)
 GET /api/auth/session 200 in 29ms (next.js: 4ms, application-code: 25ms)
 GET /admin/perizinan 200 in 23ms (next.js: 5ms, application-code: 18ms)
 GET /admin/lokasi 200 in 83ms (next.js: 52ms, application-code: 30ms)
 GET /api/auth/session 200 in 34ms (next.js: 12ms, application-code: 22ms)
 GET /api/auth/session 200 in 16ms (next.js: 3ms, application-code: 13ms)
 GET /api/auth/session 200 in 24ms (next.js: 4ms, application-code: 20ms)
 GET /api/auth/session 200 in 39ms (next.js: 5ms, application-code: 34ms)
 GET /api/auth/session 200 in 15ms (next.js: 4ms, application-code: 11ms)
 GET /api/auth/session 200 in 26ms (next.js: 4ms, application-code: 22ms)
 GET /api/auth/session 200 in 16ms (next.js: 3ms, application-code: 14ms)
 GET /api/auth/session 200 in 22ms (next.js: 5ms, application-code: 18ms)
 GET /admin/jadwal-kerja 200 in 73ms (next.js: 49ms, application-code: 25ms)
 GET /api/auth/session 200 in 34ms (next.js: 13ms, application-code: 21ms)
 GET /api/auth/session 200 in 21ms (next.js: 6ms, application-code: 14ms)
 GET /api/auth/session 200 in 44ms (next.js: 16ms, application-code: 28ms)
 GET /api/auth/session 200 in 48ms (next.js: 15ms, application-code: 33ms)
 GET /api/auth/session 200 in 20ms (next.js: 8ms, application-code: 12ms)
 GET /api/auth/session 200 in 55ms (next.js: 19ms, application-code: 36ms)
 GET /api/auth/session 200 in 40ms (next.js: 10ms, application-code: 30ms)
 GET /api/auth/session 200 in 41ms (next.js: 9ms, application-code: 31ms)
 GET /api/auth/session 200 in 24ms (next.js: 11ms, application-code: 13ms)
 GET /api/auth/session 200 in 37ms (next.js: 11ms, application-code: 26ms)
 GET /api/auth/session 200 in 17ms (next.js: 8ms, application-code: 9ms)
 GET /api/auth/session 200 in 26ms (next.js: 10ms, application-code: 16ms)
[?25h
